类别,行政区,点评数,口味,环境,服务,人均消费,城市,经度,纬度
快餐,嘉定区,44,7.5,7.4,7.4,0,上海市,121.2484706,31.39839092
美食,嘉定区,0,0,0,0,0,上海市,121.2484223,31.42572868
美食,嘉定区,8,7.1,6.9,6.9,0,上海市,121.2484176,31.39838593
本菜,松江区,472,8.6,9.1,8.4,0,上海市,121.2484194,31.09412174
甜点,嘉定区,9,7.5,7.6,7.6,0,上海市,121.2483911,31.40414433
快餐,嘉定区,1,7.5,7.5,7.5,0,上海市,121.2483864,31.40121214
甜点,嘉定区,5,7.1,7.1,7.1,0,上海市,121.2483864,31.40121214
甜点,嘉定区,5,7.1,7.1,7.1,0,上海市,121.2483864,31.40121214
疆菜,松江区,0,0,0,0,0,上海市,121.2484118,31.04195954
甜点,嘉定区,1,7,7,7,0,上海市,121.2483551,31.39286651
甜点,嘉定区,17,7.1,7.2,6.9,0,上海市,121.2483144,31.40120615
甜点,嘉定区,17,7.1,7.2,6.9,0,上海市,121.2483144,31.40120615
快餐,松江区,4,7.5,7.5,7.5,0,上海市,121.2483322,31.01306244
快餐,松江区,4,7.5,7.5,7.5,0,上海市,121.2483322,31.01306244
亚菜,普陀区,2,7.1,7.1,7.1,0,上海市,121.2482642,31.39199578
快餐,嘉定区,5,7.1,7.2,7,0,上海市,121.2482496,31.39840295
快餐,嘉定区,0,0,0,0,0,上海市,121.2482496,31.39840295
烧烤,嘉定区,14,6.6,6.6,6.6,0,上海市,121.2482342,31.39246264
烧烤,嘉定区,14,6.6,6.6,6.6,0,上海市,121.2482342,31.39246264
美食,嘉定区,0,0,0,0,0,上海市,121.2481887,31.39840795
火锅,嘉定区,228,7.3,7.4,7.3,0,上海市,121.2481572,31.38098605
快餐,嘉定区,0,0,0,0,0,上海市,121.2481469,31.34922427
浙菜,嘉定区,0,0,0,0,0,上海市,121.248131,31.38287048
快餐,嘉定区,28,7.9,7.2,7.7,0,上海市,121.248131,31.38287048
快餐,嘉定区,9,7.4,7,7.2,0,上海市,121.248131,31.38287048
甜点,嘉定区,1,6.9,7,7,0,上海市,121.248131,31.38287048
快餐,嘉定区,9,7.4,7,7.2,0,上海市,121.248131,31.38287048
烧烤,嘉定区,0,0,0,0,0,上海市,121.248131,31.38287048
甜点,嘉定区,1,6.9,7,7,0,上海市,121.248131,31.38287048
西餐,嘉定区,5,6.2,6.2,6.2,0,上海市,121.2480774,31.37773305
川菜,松江区,0,0,0,0,0,上海市,121.2481061,31.0153781
粤菜,嘉定区,4,6.7,6.7,6.5,0,上海市,121.2480534,31.37867177
快餐,松江区,1,6.9,6.9,6.9,0,上海市,121.2480831,31.00340515
快餐,松江区,1,6.9,6.9,6.9,0,上海市,121.2480831,31.00340515
甜点,松江区,0,0,0,0,0,上海市,121.2480831,31.00340515
美食,嘉定区,0,0,0,0,0,上海市,121.2480332,31.42755028
湘菜,嘉定区,49,6.9,7.1,7.3,0,上海市,121.2480129,31.3494562
快餐,嘉定区,10,7.4,7.5,7.3,0,上海市,121.2479854,31.37846284
粤菜,嘉定区,1,7.5,7.5,7.5,0,上海市,121.2479735,31.37786202
快餐,嘉定区,65,6.6,6.8,6.8,0,上海市,121.2479735,31.37786202
快餐,嘉定区,43,7.2,7.1,7.2,0,上海市,121.2479694,31.37849183
甜点,嘉定区,21,7.9,7.6,7.9,0,上海市,121.2479507,31.38693129
甜点,嘉定区,33,7,7.1,7.1,0,上海市,121.2479405,31.37790101
快餐,松江区,2,7.3,7.3,7.3,0,上海市,121.2479288,31.10301684
快餐,松江区,4,7.3,7.3,7,0,上海市,121.2479288,31.10301684
快餐,嘉定区,34,8,7.9,8.2,0,上海市,121.2478813,31.39217577
海鲜,嘉定区,9,6.3,6.5,6.4,0,上海市,121.2478644,31.3786218
啡厅,嘉定区,91,7.4,7.6,7.5,0,上海市,121.2478367,31.38670637
啡厅,嘉定区,91,7.4,7.6,7.5,0,上海市,121.2478367,31.38670637
甜点,嘉定区,12,7.2,7.3,7.5,0,上海市,121.2478315,31.40080532
甜点,嘉定区,12,7.2,7.3,7.5,0,上海市,121.2478315,31.40080532
啡厅,嘉定区,228,8.6,8.6,8.5,0,上海市,121.247735,31.38343936
北菜,嘉定区,0,0,0,0,0,上海市,121.2477338,31.3866504
甜点,嘉定区,72,7.6,8.2,7.8,0,上海市,121.2477338,31.3866504
甜点,嘉定区,72,7.6,8.2,7.8,0,上海市,121.2477338,31.3866504
甜点,嘉定区,0,0,0,0,0,上海市,121.2477188,31.38608057
甜点,嘉定区,0,0,0,0,0,上海市,121.2477188,31.38608057
甜点,嘉定区,8,6.9,7.3,7.3,0,上海市,121.2476983,31.33340284
甜点,嘉定区,8,6.9,7.3,7.3,0,上海市,121.2476983,31.33340284
浙菜,青浦区,0,0,0,0,0,上海市,121.2476913,31.22713991
火锅,嘉定区,1015,8.3,8.1,7.8,0,上海市,121.2476727,31.37559875
本菜,松江区,0,0,0,0,0,上海市,121.2476902,31.00301542
快餐,嘉定区,233,7.2,7.1,7,0,上海市,121.2476578,31.38687334
快餐,嘉定区,2,7.5,7.5,7.7,0,上海市,121.2476578,31.38687334
烧烤,嘉定区,3,7.1,7,7,0,上海市,121.2476578,31.38687334
甜点,嘉定区,132,7.6,7.7,7.8,0,上海市,121.2476497,31.38715926
快餐,松江区,2,7.5,7.3,7.5,0,上海市,121.2476727,31.0096835
啡厅,松江区,0,0,0,0,0,上海市,121.2476521,31.04000276
美食,松江区,0,0,0,0,0,上海市,121.2476202,31.00354612
川菜,松江区,0,0,0,0,0,上海市,121.2475963,31.00293248
快餐,嘉定区,253,7.5,7.4,6.9,0,上海市,121.2475638,31.38695233
快餐,嘉定区,470,6.9,6.3,6.3,0,上海市,121.2475618,31.38683836
快餐,嘉定区,6,7.1,7.1,6.8,0,上海市,121.2475618,31.38683836
甜点,嘉定区,96,8.3,7.9,7.5,0,上海市,121.2475618,31.38683836
浙菜,松江区,0,0,0,0,0,上海市,121.2475889,31.00698509
甜点,松江区,3,7.1,7,7,0,上海市,121.2475803,31.00274159
甜点,松江区,3,7.1,7,7,0,上海市,121.2475803,31.00274159
美食,嘉定区,0,0,0,0,0,上海市,121.2475288,31.37478202
美食,嘉定区,0,0,0,0,0,上海市,121.2475154,31.46167166
甜点,松江区,97,7.2,7.2,7.2,0,上海市,121.2475503,31.00236582
甜点,松江区,3,7.2,7.1,7.1,0,上海市,121.2475422,31.0399478
甜点,松江区,3,7.2,7.1,7.1,0,上海市,121.2475422,31.0399478
,,,,,,0,,,
湘菜,嘉定区,1,7,7,7,0,上海市,121.2474798,31.37536584
美食,嘉定区,2,6.4,6.4,6.6,0,上海市,121.2474718,31.39894487
浙菜,嘉定区,38,6.9,7.1,7.1,0,上海市,121.2474696,31.36545497
甜点,嘉定区,3,7.3,7,7.1,0,上海市,121.2474648,31.38742619
甜点,嘉定区,3,7.1,7.1,7.1,0,上海市,121.2474648,31.38742619
甜点,嘉定区,3,7.1,7.1,7.1,0,上海市,121.2474648,31.38742619
快餐,嘉定区,51,7,7.1,7,0,上海市,121.2474541,31.38343238
快餐,嘉定区,51,7,7.1,7,0,上海市,121.2474541,31.38343238
本菜,嘉定区,506,8.1,8.2,8.6,0,上海市,121.2473929,31.37372736
本菜,嘉定区,33,7.5,7.4,7.7,0,上海市,121.2473569,31.37383832
快餐,青浦区,7,7.4,6.9,7.2,0,上海市,121.2473464,31.20401597
甜点,嘉定区,64,7,7,6.9,0,上海市,121.2473215,31.3787948
本菜,嘉定区,214,7.4,7.5,7.4,0,上海市,121.247317,31.3736154
啡厅,虹口区,0,0,0,0,0,上海市,121.2473604,30.79866931
啡厅,虹口区,0,0,0,0,0,上海市,121.2473604,30.79866931
湘菜,松江区,0,0,0,0,0,上海市,121.2473294,31.09717315
本菜,嘉定区,100,7.5,7.4,7.5,0,上海市,121.247304,31.37352942
快餐,嘉定区,12,7.5,7.5,7.6,0,上海市,121.2472978,31.37525589
快餐,嘉定区,14,7,6.8,6.8,0,上海市,121.2472915,31.37874981
快餐,嘉定区,14,7,6.8,6.8,0,上海市,121.2472915,31.37874981
啡厅,嘉定区,3,7.1,7.1,7.1,0,上海市,121.2472675,31.36767827
啡厅,嘉定区,0,0,0,0,0,上海市,121.2472675,31.36767827
啡厅,嘉定区,3,7.1,7.1,7.1,0,上海市,121.2472675,31.36767827
甜点,嘉定区,3,7.6,7.6,7.6,0,上海市,121.2472295,31.3788288
甜点,嘉定区,3,7.6,7.6,7.6,0,上海市,121.2472295,31.3788288
美食,嘉定区,10,7.7,7.7,7.7,0,上海市,121.2472165,31.39153301
浙菜,嘉定区,22,7,6.8,6.9,0,上海市,121.247214,31.37305558
快餐,松江区,65,7.4,7.4,7.4,0,上海市,121.2472418,31.00931375
快餐,松江区,3,7.4,7.4,7.4,0,上海市,121.2472418,31.00931375
快餐,松江区,3,7.4,7.4,7.4,0,上海市,121.2472418,31.00931375
美食,嘉定区,22,7.2,6.7,7.1,0,上海市,121.2471908,31.39922382
快餐,嘉定区,17,7,7,6.9,0,上海市,121.2471915,31.37889278
快餐,嘉定区,16,7.1,7.1,7.1,0,上海市,121.2471299,31.39875096
疆菜,嘉定区,7,6.9,6.7,6.7,0,上海市,121.2471259,31.37492101
粤菜,松江区,14,7.2,7.5,7.3,0,上海市,121.2471448,31.09300749
快餐,嘉定区,10,7.4,7.2,7.4,0,上海市,121.2471159,31.38680241
美食,嘉定区,22,7.6,7.7,7.7,0,上海市,121.2471068,31.39908886
海鲜,嘉定区,3,6.9,6.9,6.9,0,上海市,121.2471068,31.39908886
啡厅,嘉定区,1,7,7,7,0,上海市,121.2470998,31.37570776
啡厅,嘉定区,1,7,7,7,0,上海市,121.2470998,31.37570776
快餐,嘉定区,28,7,6.3,6.8,0,上海市,121.2470419,31.38671044
甜点,嘉定区,13,7.4,7.2,7.4,0,上海市,121.2470419,31.38671044
甜点,嘉定区,2,7.1,7,7.1,0,上海市,121.2470155,31.37975853
甜点,嘉定区,2,7.1,7,7.1,0,上海市,121.2470155,31.37975853
快餐,松江区,1,6.9,6.9,6.9,0,上海市,121.2470448,31.00963757
甜点,嘉定区,2,7.3,7.3,7.2,0,上海市,121.2469999,31.26915717
常菜,嘉定区,0,0,0,0,0,上海市,121.2469999,31.26915717
烧烤,嘉定区,33,7.2,7,6.9,0,上海市,121.2469719,31.38658448
甜点,嘉定区,135,8.4,8.4,8.6,0,上海市,121.2469719,31.38658448
烧烤,嘉定区,33,7.2,7,6.9,0,上海市,121.2469719,31.38658448
快餐,松江区,66,7.5,7.4,7.5,0,上海市,121.2469938,31.00929378
烧烤,嘉定区,202,7.7,7.2,7.2,0,上海市,121.2469387,31.36526807
啡厅,嘉定区,12,7.3,7.3,7.3,0,上海市,121.246928,31.38533586
啡厅,嘉定区,12,7.3,7.3,7.3,0,上海市,121.246928,31.38533586
快餐,嘉定区,41,8.6,8.8,8.9,0,上海市,121.2469236,31.38998149
快餐,嘉定区,41,8.6,8.8,8.9,0,上海市,121.2469236,31.38998149
快餐,嘉定区,25,6.8,6.5,6.7,0,上海市,121.2468929,31.38671445
西餐,嘉定区,48,7.8,7.6,7.8,0,上海市,121.2468928,31.38835796
西餐,嘉定区,0,0,0,0,0,上海市,121.2468928,31.38835796
西餐,嘉定区,48,7.8,7.6,7.8,0,上海市,121.2468928,31.38835796
快餐,松江区,29,7.3,7.5,7.4,0,上海市,121.2469026,31.10775929
快餐,嘉定区,243,7.7,7.9,7.6,0,上海市,121.2468718,31.38771116
美食,嘉定区,1,6.9,6.9,6.9,0,上海市,121.2468718,31.38771116
啡厅,嘉定区,1,7.3,7.3,7.3,0,上海市,121.2468718,31.38771116
快餐,嘉定区,15,7.5,7.4,7.5,0,上海市,121.2468716,31.39018943
亚菜,嘉定区,4284,8.8,9.1,8.5,0,上海市,121.246832,31.38624659
快餐,嘉定区,9,7.6,7.3,7.6,0,上海市,121.2467759,31.38717832
快餐,嘉定区,9,7.6,7.3,7.6,0,上海市,121.2467759,31.38717832
快餐,嘉定区,9,7.6,7.3,7.6,0,上海市,121.2467759,31.38717832
快餐,嘉定区,1,7.7,7.7,7.7,0,上海市,121.2467685,31.39189994
烧烤,嘉定区,20,7.6,7,7.2,0,上海市,121.246767,31.38653851
浙菜,青浦区,5,7,6.9,6.9,0,上海市,121.2467636,31.20202299
快餐,嘉定区,162,6.7,6.7,6.6,0,上海市,121.2467166,31.37886782
甜点,嘉定区,1,7.1,7.1,7.1,0,上海市,121.2467166,31.37886782
甜点,嘉定区,6,6.9,7.1,7.1,0,上海市,121.2467166,31.37886782
湘菜,嘉定区,0,0,0,0,0,上海市,121.2467119,31.27002782
甜点,嘉定区,1,6.9,6.9,6.9,0,上海市,121.2467119,31.27002782
美食,嘉定区,0,0,0,0,0,上海市,121.2467119,31.27002782
烧烤,嘉定区,0,0,0,0,0,上海市,121.2467119,31.27002782
甜点,嘉定区,1,6.9,6.9,6.9,0,上海市,121.2467119,31.27002782
美食,嘉定区,0,0,0,0,0,上海市,121.2466959,31.38696939
甜点,嘉定区,0,0,0,0,0,上海市,121.2466959,31.38696939
啡厅,杨浦区,1,6.9,6.9,6.9,0,上海市,121.2466949,31.3876072
快餐,嘉定区,13,7.4,7.4,7.4,0,上海市,121.2466808,31.341667
美食,嘉定区,0,0,0,0,0,上海市,121.2466759,31.26934911
火锅,嘉定区,6,7.3,7.4,7.3,0,上海市,121.2466245,31.38044134
啡厅,嘉定区,0,0,0,0,0,上海市,121.246613,31.41012487
西餐,嘉定区,566,7.8,7.8,7.6,0,上海市,121.2466118,31.38831999
西餐,嘉定区,566,7.8,7.8,7.6,0,上海市,121.2466118,31.38831999
西餐,嘉定区,15,7.5,7.6,7.7,0,上海市,121.2466118,31.38831999
快餐,嘉定区,0,0,0,0,0,上海市,121.2466086,31.37999448
常菜,嘉定区,0,0,0,0,0,上海市,121.246601,31.43377089
美食,嘉定区,22,7.1,7.5,7.5,0,上海市,121.2466034,31.37027649
快餐,嘉定区,30,7.2,7.5,7.3,0,上海市,121.2465795,31.40372361
快餐,嘉定区,2,6.8,6.9,6.9,0,上海市,121.2465806,31.3799525
亚菜,嘉定区,0,0,0,0,0,上海市,121.2465806,31.3799525
快餐,嘉定区,2,6.8,6.9,6.9,0,上海市,121.2465806,31.3799525
甜点,嘉定区,7,7.3,7.2,7.6,0,上海市,121.2465384,31.38153302
浙菜,嘉定区,1,7.5,7.5,7.5,0,上海市,121.24652,31.38657951
快餐,嘉定区,106,8,7.7,7.7,0,上海市,121.24652,31.38657951
快餐,嘉定区,26,7.2,7,7,0,上海市,121.24652,31.38657951
甜点,嘉定区,4,7.5,7.5,7.5,0,上海市,121.24652,31.38657951
美食,嘉定区,25,6.6,6.5,6.6,0,上海市,121.24652,31.38657951
海鲜,嘉定区,1215,9.1,8.7,8.7,0,上海市,121.24652,31.38657951
甜点,嘉定区,4,7.5,7.5,7.5,0,上海市,121.24652,31.38657951
浙菜,嘉定区,47,7.6,7.1,7.3,0,上海市,121.2465154,31.37043245
火锅,松江区,0,0,0,0,0,上海市,121.2465323,31.04039561
甜点,嘉定区,19,6.9,6.7,6.7,0,上海市,121.2464877,31.39033641
甜点,嘉定区,19,6.9,6.7,6.7,0,上海市,121.2464877,31.39033641
北菜,嘉定区,41,7,6.8,6.9,0,上海市,121.2464647,31.39045238
川菜,嘉定区,0,0,0,0,0,上海市,121.2464719,31.26991688
甜点,松江区,1,6.9,6.9,6.9,0,上海市,121.2464933,31.00457159
甜点,嘉定区,67,7.5,7.6,7.5,0,上海市,121.2464514,31.37040546
快餐,嘉定区,180,6.7,6.3,6.3,0,上海市,121.246441,31.38706337
疆菜,嘉定区,359,7.5,7.2,6.9,0,上海市,121.246441,31.38706337
甜点,松江区,17,7,7,6.9,0,上海市,121.2464679,31.00961362
甜点,松江区,17,7,7,6.9,0,上海市,121.2464679,31.00961362
浙菜,嘉定区,45,6.5,6.4,6.4,0,上海市,121.246425,31.38682844
快餐,嘉定区,5,7,7,7.5,0,上海市,121.2463905,31.38066129
快餐,松江区,2,7.2,7,7.2,0,上海市,121.2464214,31.00435372
烧烤,嘉定区,5,7.7,7.1,7.5,0,上海市,121.2463884,31.37037247
甜点,松江区,1,6.8,6.8,6.8,0,上海市,121.2464161,31.0069322
本菜,嘉定区,0,0,0,0,0,上海市,121.2463822,31.37301464
浙菜,青浦区,39,7,6.9,6.8,0,上海市,121.2463773,31.17150929
甜点,嘉定区,4,7.7,7.7,7.7,0,上海市,121.2463451,31.38640557
甜点,嘉定区,4,7.7,7.7,7.7,0,上海市,121.2463451,31.38640557
快餐,闸北区,0,0,0,0,0,上海市,121.2463183,31.2188729
甜点,青浦区,0,0,0,0,0,上海市,121.2463183,31.2188729
快餐,嘉定区,46,8,8,8,0,上海市,121.2463016,31.39169002
川菜,嘉定区,0,0,0,0,0,上海市,121.246301,31.38671348
北菜,嘉定区,1,6.9,6.9,6.9,0,上海市,121.246301,31.38671348
快餐,嘉定区,8,7,7.3,7.1,0,上海市,121.246301,31.38671348
快餐,嘉定区,31,7.5,7.3,7.4,0,上海市,121.2462621,31.38637058
快餐,嘉定区,85,7.4,7.3,7.5,0,上海市,121.246253,31.38660651
甜点,嘉定区,1,7,7,7,0,上海市,121.246233,31.38738529
甜点,嘉定区,1,7,7,7,0,上海市,121.246233,31.38738529
烧烤,松江区,12,7.3,7.2,7.2,0,上海市,121.2462497,31.10740253
浙菜,嘉定区,0,0,0,0,0,上海市,121.246211,31.26952606
浙菜,嘉定区,0,0,0,0,0,上海市,121.246211,31.26952606
快餐,嘉定区,81,7.4,7.4,7.3,0,上海市,121.2461995,31.37003559
常菜,嘉定区,28,6.5,7,6.4,0,上海市,121.2461995,31.37003559
西餐,嘉定区,14,7.3,7.4,7.3,0,上海市,121.2461935,31.38085824
啡厅,嘉定区,0,0,0,0,0,上海市,121.2461695,31.38096921
快餐,嘉定区,3,7.3,7.5,7.5,0,上海市,121.2461685,31.38090223
湘菜,嘉定区,1,6.8,6.8,6.8,0,上海市,121.2461675,31.37028851
快餐,嘉定区,82,7.3,7.3,7.2,0,上海市,121.2461675,31.37028851
快餐,嘉定区,82,7.3,7.3,7.2,0,上海市,121.2461675,31.37028851
浙菜,嘉定区,0,0,0,0,0,上海市,121.2461345,31.38094322
海鲜,嘉定区,4,7.2,7.4,7.3,0,上海市,121.2461321,31.3863506
火锅,普陀区,3,6.9,7,7,0,上海市,121.2461317,30.95292819
浙菜,嘉定区,6,7.2,7.3,7.3,0,上海市,121.246096,31.27001985
美食,嘉定区,0,0,0,0,0,上海市,121.246096,31.27001985
火锅,嘉定区,83,7.6,8.3,7.9,0,上海市,121.2460416,31.4034587
火锅,嘉定区,83,7.6,8.3,7.9,0,上海市,121.2460416,31.4034587
快餐,嘉定区,16,6.8,6.7,6.6,0,上海市,121.2460416,31.4034587
西餐,嘉定区,185,8.2,8.3,8.4,0,上海市,121.2460416,31.4034587
西餐,嘉定区,25,7.7,8,7.8,0,上海市,121.2460416,31.4034587
甜点,嘉定区,8,7.3,7.3,7.3,0,上海市,121.2460416,31.4034587
美食,嘉定区,1,7.1,7.4,7.4,0,上海市,121.2460416,31.4034587
西餐,嘉定区,185,8.2,8.3,8.4,0,上海市,121.2460416,31.4034587
西餐,嘉定区,185,8.2,8.3,8.4,0,上海市,121.2460416,31.4034587
西餐,嘉定区,2,7.4,6.9,7.4,0,上海市,121.2460216,31.3810142
甜点,嘉定区,18,7.4,7.5,7.4,0,上海市,121.2460031,31.38694542
烧烤,嘉定区,3,7.3,7.1,7.3,0,上海市,121.2460031,31.38694542
川菜,松江区,9,7.3,7.1,7.3,0,上海市,121.2459892,31.01927296
粤菜,嘉定区,5,7.1,7.3,7.5,0,上海市,121.2459556,31.38116016
快餐,嘉定区,19,7.4,7.2,7.4,0,上海市,121.2459131,31.38675248
快餐,嘉定区,12,7.2,7.1,7,0,上海市,121.2459135,31.37020154
川菜,嘉定区,993,8.3,7.9,8,0,上海市,121.245909,31.38767621
快餐,嘉定区,127,7.2,7.2,7.1,0,上海市,121.245909,31.38767621
料理,嘉定区,937,8.8,8.7,8.9,0,上海市,121.245909,31.38767621
料理,嘉定区,937,8.8,8.7,8.9,0,上海市,121.245909,31.38767621
快餐,嘉定区,10,6.9,7,6.9,0,上海市,121.2458675,31.37000561
北菜,松江区,0,0,0,0,0,上海市,121.2458727,31.10760543
甜点,嘉定区,0,0,0,0,0,上海市,121.2458471,31.38708939
甜点,嘉定区,0,0,0,0,0,上海市,121.2458471,31.38708939
火锅,嘉定区,13,7.1,7.2,7.3,0,上海市,121.2458265,31.3700426
甜点,嘉定区,22,7.2,7.2,7.2,0,上海市,121.2457945,31.37015256
甜点,嘉定区,22,7.2,7.2,7.2,0,上海市,121.2457945,31.37015256
甜点,嘉定区,22,7.2,7.2,7.2,0,上海市,121.2457945,31.37015256
快餐,嘉定区,1,6.9,6.9,6.9,0,上海市,121.245788,31.3525723
甜点,嘉定区,0,0,0,0,0,上海市,121.245788,31.3525723
甜点,嘉定区,592,7.1,6.7,6.6,0,上海市,121.2457331,31.38702841
快餐,嘉定区,16,7.2,6.8,7.2,0,上海市,121.2457111,31.38648157
甜点,嘉定区,22,6.9,6.9,7,0,上海市,121.2456612,31.38620965
甜点,嘉定区,22,6.9,6.9,7,0,上海市,121.2456612,31.38620965
快餐,嘉定区,21,7.4,7.3,7.4,0,上海市,121.2456532,31.38622465
快餐,嘉定区,21,7.4,7.3,7.4,0,上海市,121.2456532,31.38622465
快餐,嘉定区,97,7.3,7.4,7.5,0,上海市,121.2456511,31.38647157
快餐,嘉定区,97,7.3,7.4,7.5,0,上海市,121.2456511,31.38647157
北菜,嘉定区,46,6.8,6.8,6.7,0,上海市,121.2456492,31.3860517
火锅,嘉定区,54,7.1,7,7,0,上海市,121.2456332,31.38628663
快餐,嘉定区,71,7.1,7,7,0,上海市,121.2456332,31.38628663
烧烤,嘉定区,366,7.8,6.9,7,0,上海市,121.2456335,31.37015057
快餐,嘉定区,7,6.6,6.9,6.7,0,上海市,121.2456182,31.33943982
快餐,嘉定区,477,7.9,7.9,8,0,上海市,121.2456042,31.38633661
快餐,嘉定区,477,7.9,7.9,8,0,上海市,121.2456042,31.38633661
快餐,嘉定区,0,0,0,0,0,上海市,121.2455956,31.38111018
快餐,嘉定区,0,0,0,0,0,上海市,121.2455956,31.38111018
快餐,嘉定区,142,7.5,7.4,7.7,0,上海市,121.2455956,31.38111018
快餐,嘉定区,29,7.2,7.3,7.3,0,上海市,121.2455956,31.38111018
甜点,嘉定区,0,0,0,0,0,上海市,121.2455956,31.38111018
美食,嘉定区,6,0,0,0,0,上海市,121.2455956,31.38111018
甜点,嘉定区,0,0,0,0,0,上海市,121.2455956,31.38111018
海鲜,嘉定区,0,0,0,0,0,上海市,121.2455946,31.381708
北菜,松江区,0,0,0,0,0,上海市,121.2456194,31.04044661
浙菜,嘉定区,0,0,0,0,0,上海市,121.2455854,31.27717184
浙菜,嘉定区,0,0,0,0,0,上海市,121.2455854,31.27717184
甜点,嘉定区,6,7.2,7.5,7.4,0,上海市,121.2455728,31.3552754
啡厅,嘉定区,21,7.4,7.6,7.2,0,上海市,121.2455728,31.3552754
甜点,嘉定区,0,0,0,0,0,上海市,121.2455728,31.3552754
北菜,嘉定区,10,7.6,7.7,7.7,0,上海市,121.2455691,31.38656455
快餐,嘉定区,87,7.6,7.6,7.6,0,上海市,121.2455536,31.38115417
浙菜,松江区,0,0,0,0,0,上海市,121.2455767,31.01421794
浙菜,嘉定区,0,0,0,0,0,上海市,121.2455307,31.43880474
川菜,嘉定区,93,6.9,6.5,6.6,0,上海市,121.2455281,31.38668651
甜点,嘉定区,2,7.1,7.1,7.1,0,上海市,121.2455212,31.38640559
快餐,嘉定区,7,7,7,7,0,上海市,121.2455212,31.38640559
甜点,嘉定区,2,7.1,7.1,7.1,0,上海市,121.2455212,31.38640559
美食,松江区,0,0,0,0,0,上海市,121.2455366,31.04998608
浙菜,嘉定区,0,0,0,0,0,上海市,121.2454972,31.38578278
甜点,嘉定区,40,7.3,7.6,7.6,0,上海市,121.2454316,31.37007859
甜点,嘉定区,40,7.3,7.6,7.6,0,上海市,121.2454316,31.37007859
快餐,嘉定区,41,7.6,7.3,7.5,0,上海市,121.2454335,31.33601603
快餐,嘉定区,4,6.7,6.7,6.7,0,上海市,121.2454335,31.33601603
西餐,嘉定区,39,7.8,7.8,7.8,0,上海市,121.2454335,31.33601603
快餐,嘉定区,20,7.1,7.1,7.1,0,上海市,121.2454335,31.33601603
西餐,嘉定区,39,7.8,7.8,7.8,0,上海市,121.2454335,31.33601603
快餐,嘉定区,277,8.7,8.6,8.6,0,上海市,121.2453912,31.38625864
快餐,嘉定区,33,7.2,7,6.8,0,上海市,121.2453816,31.3813891
甜点,嘉定区,1,7,7,7.2,0,上海市,121.2453816,31.3813891
快餐,嘉定区,34,7.1,7.1,7.1,0,上海市,121.2453786,31.36969671
火锅,嘉定区,0,0,0,0,0,上海市,121.2453566,31.38122215
甜点,嘉定区,5,6.9,7,7,0,上海市,121.2453566,31.38122215
甜点,嘉定区,5,6.9,7,7,0,上海市,121.2453566,31.38122215
甜点,嘉定区,57,7.1,7.2,7.3,0,上海市,121.2453225,31.37055444
西餐,嘉定区,49,7.8,7.9,7.8,0,上海市,121.2453152,31.3860417
西餐,嘉定区,49,7.8,7.9,7.8,0,上海市,121.2453152,31.3860417
快餐,嘉定区,2,6.8,6.8,6.8,0,上海市,121.2453156,31.36978469
快餐,嘉定区,14,7.3,7.2,7.4,0,上海市,121.2452666,31.36976669
烧烤,嘉定区,106,7.2,7.2,7.2,0,上海市,121.2452666,31.36976669
